character_name,character_id_anilist,character_id_mal,character_favorites_mal,character_favorites_anilist,character_favorites,anime_count,anime_ids,voice_actor_names
"Tachibana, Kanade",22369,22369,14273,4256,14273,3,6547|9062|50685,"Hanazawa, Kana"
"von Degurechaff, Tanya",,137825,14233,0,14233,10,32615|34723|34742|34904|37055|38472|39988|41567|49236|61851,"Yuuki, Aoi"
"Kira, Yoshikage",12055,12055,14227,8588,14227,1,31933,"Morikawa, Toshiyuki"
"Callenreese, Aslan Jade",,13580,14171,0,14171,1,36649,"Uchida, Yuuma"
"Suzuya, Juuzou",88412,104437,14138,7802,14138,4,22319|27899|36511|37799,"Kugimiya, Rie"
Momonga,24010,24010,14051,5683,14051,26,21|8740|19123|29803|31138|33372|34161|34428|35073|36497|37087|37675|37781|38234|38472|38693|39195|39988|41567|48895|48896|48897|50410|51168|57034|61851,"Oota, Shinichirou|Hino, Satoshi|Ozawa, Ari"
"Nanami, Kento",133704,164473,13833,14026,14026,6,40748|48561|51009|56243|59654|62392,"Tsuda, Kenjirou"
"Milizé, Vladilena",141061,150824,13944,10014,13944,4,41457|48569|49235|50475,"Hasegawa, Ikumi"
"Oosaki, Nana",702,702,13871,8133,13871,1,877,"Park, Romi"
"Akiyama, Mio",19566,19566,13763,6266,13763,7,5680|6862|7017|7791|9203|9617|9734,"Hikasa, Youko"
"Uchiha, Madara",,53901,13607,4821,13607,1,1735,"Uchida, Naoya"
Gaara,1662,1662,13571,7868,13571,12,20|936|1074|1735|2248|4134|6325|10686|12979|16870|28755|34566,"Ishida, Akira"
Lucy,738,738,13546,8453,13546,8,226|376|2330|2382|33391|42310|42658|53263,"Kobayashi, Sanae|Noda, Junko|Shioyama, Yuka|Kusuhara, Shino|Yuuki, Aoi|Maeda, Kaori"
"Tomioka, Giyuu",130050,146735,12458,13448,13448,8,38000|40456|47398|47778|48861|49926|55701|59192,"Sakurai, Takahiro"
"Okumura, Rin",24482,24482,13433,6388,13433,10,9919|10647|11266|11737|13677|33506|34465|53889|58516|59226,"Okamoto, Nobuhiko"
"Oikawa, Tooru",71611,71611,13345,10382,13345,9,20583|28891|30364|31675|32935|35110|35321|38883|40776,"Namikawa, Daisuke"
"Tenma, Kenzou",718,718,13286,8433,13286,2,19|1109,"Kiuchi, Hidenobu"
"Ryoumen, Sukuna",133701,175198,13285,12356,13285,4,40748|51009|56243|62392,"Suwabe, Junichi"
Phosphophyllite,123385,110355,13280,9961,13280,1,35557,"Kurosawa, Tomoyo"
"Zenin, Maki",134167,164482,9598,13278,13278,5,40748|48561|51009|56243|62392,"Komatsu, Mikako"
"Kaiki, Deishuu",,53641,13241,6336,13241,5,11597|17074|21855|32268|36796,"Miki, Shinichiro"
"Tohsaka, Rin",498,,0,13175,13175,28,356|6922|10012|10087|11741|12187|14829|15927|18851|19109|20509|22297|25011|25537|26057|27525|28701|31056|31389|31706|33047|33049|33050|33456|34100|37033|38897|42030,"Ueda, Kana"
"Himura, Kenshin",147,147,13108,2899,13108,9,44|45|46|401|6591|11441|12067|50613|57554,"Suzukaze, Mayo|Saitou, Souma"
Howl,507,507,13107,9021,13107,1,431,"Kimura, Takuya"
"Hayasaka, Ai",121104,143196,13035,11324,13035,6,37999|40591|43608|43609|52198|61903,"Hanamori, Yumiri"
"Hyuuga, Hinata",1555,1555,13016,6277,13016,14,20|1735|2248|4134|4437|6325|10589|10659|12979|13667|16870|28755|32365|34566,"Mizuki, Nana"
"Himejima, Akeno",51347,51347,12966,5691,12966,10,11617|12729|13357|15451|24703|30300|31326|32215|34281|37719,"Itou, Shizuka"
"Hori, Kyouko",66171,66171,12919,12269,12919,3,14753|42897|54856,"Seto, Asami|Tomatsu, Haruka"
Kagura,3876,3876,12914,6319,12914,39,66|210|249|450|659|918|1593|1807|1866|2951|6811|6945|7472|9735|9863|9969|10643|15335|15417|21899|25313|28977|32122|32366|34096|34612|35843|36037|36838|37491|37641|39486|40323|40568|44087|51183|54757|58091|59688,"Kuwashima, Houko|Takayama, Minami|Oogami, Izumi|Kugimiya, Rie|Saiga, Mitsuki|Nabatame, Hitomi|Midorikawa, Hikaru"
Ryuk,75,75,12878,7747,12878,2,1535|2994,"Nakamura, Shidou"
"Shiina, Mayuri",35253,35253,12827,5958,12827,6,10863|11577|27957|30484|32188|37492,"Hanazawa, Kana"
"Nishinoya, Yuu",67327,67327,12723,11855,12723,12,20583|25303|28891|29755|30364|32935|35110|35111|35806|38883|40776|52742,"Okamoto, Nobuhiko"
Tomoe,72785,72785,12697,5970,12697,23,3062|4719|4970|5287|6633|6704|7276|7740|8217|8456|14713|16363|18231|18499|18661|25681|30709|33323|34895|34941|43523|49040|49889,"Yanase, Natsumi|Noto, Mamiko|DeLisle, Grey|Tsukase, Noriko|Hagiwara, Emiko|Utsumi, Keiko|Tachibana, Shinnosuke|Yuzuki, Ryouka|Yumiya, Yumi|Sakura, Ayane|Fukami, Rica"
Akame,9077,132138,12689,7547,12689,8,205|589|915|1469|13201|22199|25241|26449,"Sakuya, Shunsuke|Ikemizu, Michihiro|Matsuyama, Takashi|Naitou, Ryou|Amamiya, Sora"
"Kochou, Shinobu",136070,146736,12499,9779,12499,6,38000|40456|47778|49926|55701|59192,"Hayami, Saori"
Esdeath,65239,65239,12424,6848,12424,3,22199|25241|26449,"Akesaka, Satomi"
"Pendragon, Artoria",497,,0,12374,12374,28,356|6922|10012|10087|11741|12187|12565|14829|15927|19165|22297|25537|28701|31389|33049|33050|34321|34662|37033|38085|38086|38959|40469|44248|54041|54042|54976|59465,"Kawasumi, Ayako|Sakurai, Takahiro"
"Ishida, Shouya",80491,80491,12304,11209,12304,1,28851,"Irino, Miyu"
Sukuna,133701,261176,21,12298,12298,3,40748|51009|54769,"Chase, Ray|Oosaka, Ryouta"
"Sukuna, Ryuuou",50683,50683,21,12298,12298,2,14713|30709,"Namikawa, Daisuke"
"Phantomhive, Ciel",12531,12531,12240,3975,12240,10,4898|6163|6707|6793|9136|22145|23317|31812|55855|59228,"Sakamoto, Maaya"
"Phantomhive"", ""Ciel",123526,12531,12240,3974,12240,1,59228,"Sawashiro, Miyuki"
"Kid, Death the",8455,8455,11985,6850,11985,3,3588|21195|21507,"Miyano, Mamoru"
"Honda, Tooru",207,207,11950,9447,11950,5,120|38680|40417|42938|49310,"Horie, Yui|Iwami, Manaka"
"Kirishima, Touka",87277,87277,11880,8625,11880,4,22319|27899|36511|37799,"Amamiya, Sora"
"Jabami, Yumeko",121889,119413,11840,9711,11840,3,34933|37086|38939,"Hayami, Saori"
Ban,18730,37797,11818,8414,11818,22,269|3515|22433|23229|23755|30347|31722|34577|35946|36040|36923|38198|38735|39701|40602|41491|42192|45567|46420|50315|53748|53911,"Sakaguchi, Daisuke|Imamura, Naoki|Komada, Wataru|Morishima, Shuuta|Suzuki, Tatsuhisa|Amamiya, Sora|Oda, Hisafumi|Terashima, Takuma|Sakuma, Motoki"
"Migurdia, Roxy",88350,111341,9831,11745,11745,4,39535|45576|55888|59193,"Kohara, Konomi"
"Portgas D., Ace",2072,2072,11695,9031,11695,4,21|25161|31289|60108,"Sakaguchi, Daisuke|Furukawa, Toshio"
"Arima, Kana",188783,188038,9200,11621,11621,2,52034|55791,"Han, Megumi"
"Furukawa, Nagisa",4604,4604,11548,3634,11548,5,1723|2167|4181|48775|50685,"Nakahara, Mai"
"Okkotsu, Yuuta",129571,168067,8333,11445,11445,4,48561|51009|56243|62392,"Ogata, Megumi"
"Kusanagi, Motoko",1795,1795,11435,3354,11435,20,43|467|468|801|1566|2448|2449|4672|17187|19191|19193|19195|22013|27411|29255|29325|38799|41750|49402|54860,"Sakamoto, Maaya|Tanaka, Atsuko"
"Hanekawa, Tsubasa",22055,22055,11358,7926,11358,15,5081|6948|9260|11597|15689|17074|31181|31757|31758|32268|35247|36796|36999|37139|56609,"Horie, Yui"
"Namikaze, Minato",2535,2535,11350,6653,11350,4,20|1735|8246|13667,"Morikawa, Toshiyuki"
"Kirisaki, Chitoge",48391,48391,11299,4030,11299,4,18897|24227|27787|32553,"Touyama, Nao"
Aqua,18095,18095,11270,8597,11270,23,738|1683|6008|8217|10359|12963|12965|30831|32380|32937|34626|34866|38040|38472|39988|41567|43523|49179|49458|49889|51958|59833|61851,"Koyama, Kimiko|Hirota, Shion|Sakurazuka, Yakkun|Okano, Kousuke|Amamiya, Sora|Kawasumi, Ayako|Lynn"
Ray,144350,33852,8186,11237,11237,8,3670|8241|30850|37779|37915|39617|40454|40717,"Ohyama, Hisao|Inoue, Kazuhiko|Oosaka, Ryouta|Ise, Mariya|Takada, Yuuki|Shimazaki, Nobunaga"
"Grimmer, Wolfgang",3096,3096,11233,6850,11233,1,19,"Tanaka, Hideyuki"
"Kozume, Kenma",71267,71267,11211,11069,11211,9,20583|25303|28891|29755|31675|38883|40262|40776|52742,"Kaji, Yuuki"
Brook,5627,5627,11193,5018,11193,20,21|4155|5252|8740|9999|12859|16239|16468|19123|25161|31289|31490|32051|33338|33606|36215|38234|50410|60022|60108,Cho|Choo
"Walker, Allen",139,139,11178,2955,11178,2,1482|32370,"Kobayashi, Sanae|Murase, Ayumu"
Reze,148740,174751,11133,9972,11133,2,44511|57555,"Ueda, Reina"
"Ichinose, Chizuru",128106,161286,11078,7258,11078,10,40839|42867|42963|51135|52289|52562|53050|56172|56740|59277,"Amamiya, Sora"
"Greyrat, Rudeus",88348,111245,11072,8333,11072,6,39535|45576|50360|51179|55888|59193,"Sugita, Tomokazu"
"Lucilfer, Chrollo",58,58,11046,10144,11046,5,136|137|139|11061|13271,"Nagano, Yoshikazu|Miyano, Mamoru"
"Higashikata, Jousuke",13085,13085,11004,8771,11004,1,31933,"Ono, Yuuki"
"Katou, Megumi",88748,90181,10990,3785,10990,5,23277|29317|30727|35338|36885,"Yasuno, Kiyono"
Accelerator,13917,13917,10931,3319,10931,12,4654|5955|8937|10249|11743|16049|19697|36432|38480|38481|39094|40280,"Okamoto, Nobuhiko"
"Blouse, Sasha",45887,45887,10887,9006,10887,16,16498|18397|19391|23775|23777|25777|31374|35122|35760|36702|38524|39477|40028|42091|48583|49627,"Kobayashi, Yuu"
"Might, All",,117921,10800,0,10800,19,31964|33486|33929|35262|35459|36456|36896|38408|38699|39565|41587|44200|49918|54789|56196|56685|57519|60098|60593,"Miyake, Kenta"
Kyon,252,252,10712,2745,10712,9,849|4382|5118|5957|7311|26351|30379|38297|56400,"Sugita, Tomokazu|Aranami, Kazusa|Chiharu"
Nanachi,122445,140060,10610,6289,10610,5,34599|36862|37515|41084|50663,"Izawa, Shiori"
"Sano, Manjirou",145341,175294,10596,10067,10596,5,42249|48735|50608|54918|59091,"Ai, Fairouz|Hayashi, Yuu"
"Lynx, Ash",13580,,0,10541,10541,1,36649,"Uchida, Yuuma"
"Kougami, Shinya",68315,68315,10531,4314,10531,8,13601|21339|23281|37441|37442|39491|40858|52747,"Seki, Tomokazu"
"Inumaki, Toge",157115,164478,8127,10465,10465,5,40748|48561|51009|56243|62392,"Uchiyama, Kouki"
"Kamui, Kanna",120974,136728,10447,6276,10447,8,33206|35145|35363|39247|48590|49483|49893|59897,"Naganawa, Maria"
"Natsume, Takashi",13783,13783,10423,3345,10423,15,4081|5300|10379|11665|18849|20651|32983|34534|34591|36275|36538|42894|48829|55823|60302,"Kamiya, Hiroshi"
"Inaba, Himeko",40197,40197,10402,2388,10402,2,11887|16001,"Sawashiro, Miyuki"
"Ryougi, Shiki",3105,3105,10379,4528,10379,11,2593|3782|3783|4280|4282|5204|5205|6624|6954|14807|22763,"Sakamoto, Maaya"
Archer,2087,297848,10334,5086,10334,19,150|356|1434|6922|7559|10012|22297|25537|27821|28701|28907|33047|33049|33050|34321|37033|44248|54042|62149,"Yusa, Kouji|Suwabe, Junichi|Parsons, Phil|Shirakawa, Shuusaku|Toriumi, Kousuke|Asakawa, Yuu"
"Archer, Sir",167031,126775,10334,5074,10334,1,1434,"Nakamura, Tadashi"
"Kuchiki, Rukia",6,6,10331,7111,10331,11,269|762|834|1686|2889|4835|8247|35118|41467|53998|56784,"Orikasa, Fumiko"
Raphtalia,88889,112893,10275,7264,10275,7,35790|39988|40356|40357|41567|57907|61851,"Seto, Asami"
"Tomori, Nao",88951,122211,10268,5980,10268,2,28999|31553,"Sakura, Ayane"
"Tsukishima, Kei",67329,67329,10267,8849,10267,12,20583|25303|28891|29755|30364|32935|35110|35111|35806|38883|40776|52742,"Uchiyama, Kouki"
"Forger, Loid",138101,170258,6581,10260,10260,5,50265|50602|53887|53888|59027,"Eguchi, Takuya"
"Nakahara, Chuuya",89853,132959,10230,7438,10230,10,31478|32867|33071|34944|38003|40513|40934|42250|50330|54898,"Taniyama, Kishou|Yano, Masaaki|Kakihara, Tetsuya"
"Makishima, Shougo",69725,69725,10220,3310,10220,3,13601|21339|37442,"Sakurai, Takahiro"
"Suou, Tamaki",19,19,10199,5199,10199,1,853,"Miyano, Mamoru"
"Cifer, Ulquiorra",1081,1081,10143,4371,10143,2,269|8247,"Namikawa, Daisuke"
"Kukumila, Kurena",174873,185970,646,10056,10056,3,41457|48569|50475,"Suzushiro, Sayumi"
"Braun, Reiner",46484,46484,10011,8082,10011,19,16498|18397|19391|23775|23777|25777|31374|35122|35760|36106|36702|38524|39477|40028|42091|48583|49627|51535|59571,"Hosoya, Yoshimasa"
"Kiriyama, Rei",21044,21044,9950,6649,9950,3,31646|35180|38154,"Uchiyama, Yumi|Kawanishi, Kengo"
"Kagenou, Cid",136837,171572,9902,6885,9902,4,48316|54595|57034|61851,"Midorikawa, Hikaru|Fukuyama, Jun|Yamashita, Seiichirou"
"Nanami, Mami",154224,169181,1887,9814,9814,8,40839|42867|42963|51135|52289|52562|53050|59277,"Yuuki, Aoi"
"Braun, Gabi",125659,149205,1846,9775,9775,5,40028|48583|49627|51535|59571,"Sakura, Ayane"
"Aizawa, Shouta",89225,117915,8090,9746,9746,16,31964|33486|33929|35262|35459|36456|38408|39565|41587|42603|49918|51781|54789|56685|60098|60593,"Suwabe, Junichi"
"Kuroko, Tetsuya",18769,18769,9744,4153,9744,17,11771|15487|16894|16916|17259|19669|22125|22673|24415|29583|30311|31051|31658|32869|32870|32871|34784,"Ono, Kensho|Ono, Kenshou"
"Yuzuriha, Inori",43280,43280,9734,2401,9734,3,10793|12419|13561,"Kayano, Ai"
"Nouzen, Shinei",141060,150823,9700,7804,9700,4,41457|48569|49235|50475,"Chiba, Shouya"
"Valentine, Faye",2,2,9690,6946,9690,3,1|5|4037,"Hayashibara, Megumi"
Meliodas,72921,72921,9645,5097,9645,15,23755|30347|31722|34577|35946|36923|38198|39701|41491|45567|46420|50315|51794|53911|58511,"Kaji, Yuuki"
Hanako-kun,,160102,9638,0,9638,5,39534|53924|56425|57102|61339,"Ogata, Megumi"
"Hitsugaya, Toushirou",245,245,9577,3683,9577,11,269|834|1686|2889|4835|8247|35118|38810|41467|53998|56784,"Park, Romi"
"Shirogane, Miyuki",121101,136685,8393,9561,9561,7,37999|40591|43608|43609|52198|53633|61903,"Furukawa, Makoto|Takada, Yuuki"
"Nagisa, Kaworu",1261,1261,9552,5527,9552,7,30|31|32|2759|3784|3785|3786,"Ishida, Akira"
"Aomine, Daiki",36820,36820,9543,4312,9543,17,11771|15487|16894|16916|17259|19669|22125|22673|24415|29583|30311|31051|31658|32869|32870|32871|34784,"Suwabe, Junichi"
Hanako,29184,180328,17,9538,9538,50,235|527|918|965|1030|1117|1118|1119|1175|1281|1491|1564|1565|1617|2363|3182|3844|5534|5688|6971|7592|8408|9107|17873|21353|21695|21845|28423|31592|32182|34034|34540|35220|36838|37178|37510|38804|39030|39534|40351|40881|42174|45596|53873|53874|53924|54757|56425|57102|61339,"Dodo, Asako|Toyoshima, Masami|Ueda, Kana|Matsuki, Miyu|Tarquini, Giulia|Alves, Vanessa|Watanabe, Misa|Kawasumi, Ayako|Yokozawa, Keiko|Kagawa, Kouko|Kojima, Sachiko|Asakura, Rie|Koorogi, Satomi|Yamaguchi, Nana|Tsuboi, Akiko|Inoue, Kikuko|Nohama, Tamako"
Pain,3180,3180,9474,5444,9474,4,20|1735|12979|16870,"Horiuchi, Kenyuu|Maeno, Tomoaki"
"Iwatani, Naofumi",88817,112891,9469,6166,9469,7,35790|39988|40356|40357|41567|57907|61851,"Ishikawa, Kaito"
"Kuroki, Tomoko",50057,50057,9469,3256,9469,2,16742|20449,"Kitta, Izumi"
"Komi, Shouko",121956,141790,9467,8230,9467,2,48926|50631,"Koga, Aoi"
"Asada, Shino",55147,55147,9437,5102,9437,9,21881|27891|28063|31765|36474|39597|40489|40540|41341,"Sawashiro, Miyuki"
"Son, Hak",43815,43815,9432,5816,9432,2,25013|30370,"Maeno, Tomoaki"
"Yang, Wen-li",,2780,9376,0,9376,12,820|3014|3015|3016|3371|3665|31433|36369|36370|36371|42886|51805,"Tomiyama, Kei|Hara, Yasuyoshi|Gouda, Hozumi|Suzumura, Kenichi"
"Katsura, Kotarou",1533,1533,9367,4403,9367,17,918|2951|6945|7472|9969|10643|15335|15417|25313|28977|34096|35843|36838|37491|39486|40323|54757,"Ishida, Akira"
"Nagato, Yuki",249,249,9311,2877,9311,7,849|4382|5118|5957|7311|26351|30379,"Chihara, Minori"
"Yuigahama, Yui",67069,67069,9225,6577,9225,6,14813|18753|23847|33161|39547|46431,"Touyama, Nao"
"Kaname, Madoka",37832,37832,9054,5091,9054,7,9756|11977|11979|11981|32153|41530|49848,"Yuuki, Aoi"
"Portgas, Ace",2072,,0,9031,9031,4,21|25161|31289|38234,"Willingham, Travis|Sakaguchi, Daisuke|Furukawa, Toshio"
"Chitanda, Eru",55133,55133,9007,4827,9007,2,12189|13469,"Satou, Satomi"
"Uchiha, Obito",,2910,9006,0,9006,2,1735|6325,"Han, Megumi|Komori, Sousuke"
Tatsumaki,81929,116559,4179,8958,8958,5,1425|30276|31772|34134|52807,"Shiomi, Ryusuke|Yuuki, Aoi"
"Makunouchi, Ippo",15,15,8937,3811,8937,6,263|264|265|5258|12069|19647,"Kiyasu, Kouhei|Kokuryu, Sachi"
"Sakuragi, Hanamichi",310,310,8808,4644,8808,6,170|1764|1861|2498|2499|45649,"Kusao, Takeshi|Kimura, Subaru"
"Kuujou, Jolyne",11222,11222,8781,7936,8781,3,48661|51367|53273,"Ai, Fairouz"
Yona,43814,43814,8745,5529,8745,5,25013|30370|38671|40956|51818,"Saitou, Chiwa|Matsuoka, Yoshitsugu"
"Itou, Kaiji",5578,5578,8741,3366,8741,3,3002|10271|37338,"Hagiwara, Masato"
Albedo,89122,116275,8740,6111,8740,20,29803|31138|33372|34161|34428|35073|36497|37087|37675|37781|38472|38693|39988|41567|48895|48896|48897|51168|57034|61851,"Hara, Yumi"
"Kuriyama, Mirai",81751,81751,8672,3433,8672,6,18153|20909|21241|23385|25015|28675,"Taneda, Risa"
"Arima, Kousei",69407,69407,8648,5146,8648,2,23273|28069,"Hanae, Natsuki"
"Shiba, Tatsuya",55743,55743,8531,2543,8531,9,20785|23341|31448|32900|32901|40497|45572|48375|50713,"Nakamura, Yuuichi"
"Urameshi, Yuusuke",729,729,8476,4074,8476,8,392|882|883|2125|2126|6964|12455|36951,"Sasaki, Nozomu"
"Kuronuma, Sawako",6977,6977,8455,4752,8455,6,6045|9656|10152|10536|56538|58978,"Noto, Mamiko"
"Hijikata, Toushirou",2650,2650,8428,3719,8428,21,918|2951|6945|7472|9735|9969|10643|15335|15417|21899|25313|28977|32122|35843|36838|37491|39486|40323|44087|54757|56544,"Nakai, Kazuya"
"Edogawa, Ranpo",89201,132504,8366,7722,8366,8,31478|32867|33071|34944|38003|42250|50330|54898,"Kamiya, Hiroshi"
Rider,,502,8315,0,8315,25,356|6922|7559|10012|10087|11741|12565|13183|14829|15927|19165|22297|25537|33047|33049|33050|34321|34881|37033|38084|38959|40206|40469|41497|54042,"Asakawa, Yuu|Ootsuka, Akio|Miyano, Mamoru|Takano, Urara|Murai, Yuuji"
"Nishikigi, Chisato",260329,204621,8312,7089,8312,2,50709|59369,"Anzai, Chika"
Legoshi,125168,151138,8272,6902,8272,3,39195|40935|49469,"Kobayashi, Chikahiro"
"Heartfilia, Lucy",5186,5186,8271,4724,8271,11,6702|9982|12049|17535|18393|22043|30778|32930|35972|49785|60063,"Hirano, Aya"
Escanor,90202,95985,8195,4146,8195,7,34577|35946|38198|39701|41491|45567|46420,"Sugita, Tomokazu"
"Getou, Suguru",133699,175542,6474,8170,8170,6,40748|48561|51009|56243|59654|62392,"Sakurai, Takahiro"
"Shiota, Nagisa",65645,65645,8151,7512,8151,7,19759|24833|28405|30654|32863|33513|34389,"Touyama, Nao|Fuchigami, Mai"
"Fushiguro, Touji",162722,175543,8125,7647,8125,4,51009|56243|59654|62392,"Koyasu, Takehito"
"Hoshino, Ai",172759,188037,8048,6322,8048,2,52034|55791,"Takahashi, Rie"
"Giovanna, Giorno",,10529,8026,6925,8026,2,37991|38972,"Ono, Kensho"
"Uzui, Tengen",136071,151144,6100,8005,8005,8,38000|40456|47398|47778|49926|51019|55701|59192,"Konishi, Katsuyuki|Chase, Ray"
Garou,89277,112889,7992,6691,7992,6,30276|34134|34566|39705|52807|60303,"Lin, Maomao|Midorikawa, Hikaru|Mano, Ayumi|Tajiri, Hiroaki|Fukunishi, Masaya"
"Hyakuya, Mikaela",,87287,7930,5394,7930,6,26243|28927|30714|31378|31756|31918,"Ono, Kensho"
"Fujioka, Haruhi",18,18,7867,4969,7867,1,853,"Sakamoto, Maaya"
"Hyoudou, Issei",50387,50387,7864,2302,7864,10,11617|12729|13357|15451|24703|30300|31326|32215|34281|37719,"Kaji, Yuuki"
"Kishibe, Rohan",12659,12659,7860,6966,7860,2,31933|33191,"Sakurai, Takahiro"
Norman,272730,253253,6180,7803,7803,11,845|2250|8189|20799|37779|38720|39617|51648|53835|56179|59421,"Hanawa, Eiji|Ginga, Banjou|Takahashi, Yukihiro|Yoshino, Hiroyuki|Uchida, Maaya|Koyama, Tsuyoshi|Okano, Yuu|Nojima, Hirofumi|Yagi, Takeru|Yanaka, Hiroshi"
"Misaki, Mei",41402,41402,7803,3595,7803,2,11111|11701,"Takamori, Natsumi"
"Edogawa, Conan",1742,1742,7795,2656,7795,63,235|779|780|781|1363|1364|1365|1366|1367|1368|1369|1505|1506|2171|2512|2513|2514|2515|2597|4447|5348|5460|5578|6115|6198|6231|6438|6467|8310|8331|8609|9785|9786|9963|10531|10703|10766|12117|13837|13839|14735|18429|21419|21867|24169|25517|28479|29437|32005|34036|34430|35798|38770|39764|47413|49320|50010|53540|53780|54864|56785|57441|60445,"Yamaguchi, Kappei|Takayama, Minami"
"Oumae, Kumiko",88708,120015,7767,5175,7767,12,27989|31096|31665|31988|31989|34204|35082|35677|35678|39894|51995|58856,"Kurosawa, Tomoyo"
"Miyamizu, Mitsuha",121514,137467,7733,4941,7733,2,32281|38826,"Kamishiraishi, Mone"
Hyakkimaru,14864,14864,7732,6760,7732,5,5760|11471|30740|33255|37520,"Nozawa, Nachi|Miyano, Mamoru|Watanuki, Ryuunosuke|Suzuki, Hiroki"
"Onodera, Kosaki",52723,52723,7716,5504,7716,4,18897|24227|27787|32553,"Hanazawa, Kana"
"Kasuga, Ayumu",183,183,7705,3461,7705,3,66|659|1593,"Matsuoka, Yuki|Kawasumi, Ayako"
"Katsuragi, Keima",13468,13468,7697,1417,7697,6,8525|10080|10805|15117|16706|17725,"Shimono, Hiro"
"Takamura, Mamoru",845,845,7692,2907,7692,6,263|264|265|5258|12069|19647,"Koyama, Rikiya"
"Fullbuster, Gray",4839,4839,7685,3829,7685,10,6702|9982|12049|18393|22043|30778|32930|35972|49785|60063,"Nakamura, Yuuichi"
"Hiiragi, Shinoa",83017,83017,7673,5508,7673,6,26243|28927|30714|31378|31756|31918,"Hayami, Saori"
"Paladiknight, Leorio",,29,7669,0,7669,7,136|137|138|10189|11061|13271|19951,"Gouda, Hozumi|Canna, Nobutoshi|Fujiwara, Keiji"
"Bokuto, Koutarou",88937,101165,7603,7653,7653,8,28891|32935|35110|35806|38883|40262|40776|52742,"Kimura, Ryouhei"
"Kuroo, Tetsurou",71269,71269,7043,7606,7606,12,20583|25303|28891|29755|32935|35110|35321|35806|38883|40262|40776|52742,"Nakamura, Yuuichi"
"Kiryuuin, Satsuki",83799,83799,7597,3704,7597,2,18679|21659,"Yuzuki, Ryouka"
"Son, Gohan",2104,2104,7596,3771,7596,33,223|225|813|894|895|896|897|898|899|900|901|902|903|905|906|984|985|986|5152|6033|6714|10017|11359|14837|22695|22777|23933|23935|25389|30694|37885|48903|56894,"Saka, Osamu|Nozawa, Masako|Yanami, Jouji|Azusa, Kinpei|Chiba, Shigeru"
"Kirishima, Eijirou",89243,118487,6167,7531,7531,21,31964|33486|33929|35262|35459|36456|36896|38408|38699|39565|41587|42603|44200|49918|51781|54789|56196|56685|57519|60098|60645,"Masuda, Toshiki"
"Hachikuji, Mayoi",22052,22052,7476,4905,7476,11,5081|6948|11597|17074|23831|32268|35247|36796|36999|37139|57864,"Katou, Emiri"
"Kirstein, Jean",46498,46498,7474,7115,7474,18,16498|18397|19391|23775|23777|25777|31374|35122|35760|36702|38524|39477|40028|42091|48583|49627|51535|59571,"Taniyama, Kishou"
Inuyasha,1353,1353,7468,2891,7468,11,249|449|450|451|452|4886|6566|6567|6811|41911|48505,"Yamaguchi, Kappei|Kang, Su-Jin"
"Haruhara, Haruko",627,627,7452,3112,7452,4,227|33010|35842|51304,"Shintani, Mayumi|Hayashibara, Megumi|Uran, Sakiko"
