voice_actor_name,voice_actor_id_anilist,voice_actor_id_mal,voice_actor_favorites_mal,voice_actor_favorites_anilist,voice_actor_favorites,anime_count,main_role_count,supporting_role_count,anime_ids,anime_titles
"Uchiyama, Yumi",106784,11784,989,623,989,223,51,179,9776|10162|10378|10521|10572|10711|10737|10884|10928|11339|11739|12189|13159|13161|13175|13427|13535|13759|14289|14373|14527|14669|15225|15379|15751|15807|15809|15989|16051|16123|16355|16419|16442|16524|16732|16868|17082|17357|17391|18277|18465|18523|18689|18893|18897|19117|19151|19211|19429|19889|20709|20785|21431|21437|21561|21563|23269|23341|23499|24011|24227|24469|24695|24919|24921|25341|25431|25519|25647|26441|27787|28249|29803|30230|30375|30385|30544|30749|30795|30953|31128|31229|31240|31251|31280|31404|31414|31610|31646|31737|31790|31821|31883|32553|32900|33003|33034|33037|33142|33184|33314|33362|33363|33372|33569|33589|33834|33840|34106|34161|34289|34349|34394|34428|34445|34451|35073|35285|35472|35473|35557|35589|35928|36023|36214|36286|36296|36475|36798|36847|36903|37086|37087|37109|37140|37172|37202|37374|37675|37781|37831|38084|38199|38414|38431|38472|38558|38671|38673|38735|39417|39587|39591|39622|39799|39988|40269|40485|40497|40530|40571|40956|41405|41471|41567|41694|42071|42203|42249|42364|42587|42774|45572|46095|48413|48555|48895|48897|49220|49376|49785|49930|50175|50338|50608|50713|50803|51263|51369|51562|51818|52034|52081|52173|52367|52741|53200|53379|53865|53998|54143|54565|54918|55791|55994|56704|56784|56835|57487|57648|57876|57888|58510|58572|58644|58725|58939|59091|59497|60063|60334|60489|61851,A-Channel|Usagi Drop|Shinryaku!? Ika Musume|Working'!!|Ro-Kyu-Bu!|Plastic Neesan|A-Channel: +A-Channel|Saki Achiga-hen: Episode of Side-A|Nogizaka Haruka no Himitsu Finale ♪|A-Channel+smile|Kimi to Boku. 2|Hyouka|Kuromajo-san ga Tooru!!|Hagure Yuusha no Aesthetica|Shiranpuri (Special)|PES: Peace Eco Smile|Binbougami ga!|Sakura-sou no Pet na Kanojo|Suki tte Ii na yo.|Arata naru Sekai: World's/Start/Load/End|Medaka Box Abnormal|Aura: Maryuuin Kouga Saigo no Tatakai|Hentai Ouji to Warawanai Neko.|Kotoura-san
"Uchiyama, Yumi",106784,,989,623,989,26,6,19,10521|15379|21561|28907|30292|30826|31240|31637|33142|33569|34289|34623|35180|36286|38199|38472|39587|39988|41567|42203|49220|51139|52173|52601|54565|61851,"Working'!!|Kotoura-san|Ryuugajou Nanana no Maizoukin|Gate: Jieitai Kanochi nite, Kaku Tatakaeri|Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi|Suzakinishi The Animation|Re:Zero kara Hajimeru Isekai Seikatsu|Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2|Re:Zero kara Hajimeru Break Time|Re:Petit kara Hajimeru Isekai Seikatsu|Schoolgirl Strikers: Animation Channel|Bakuon!! no Kobeya|3-gatsu no Lion 2nd Season|Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow|Bermuda Triangle: Colorful Pastrale|Isekai Quartet|Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season|Isekai Quartet 2|Isekai Quartet Movie: Another World|Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2|Isekai Ojisan|Kizuna no Allele|Koori Zokusei Danshi to Cool na Douryou Joshi|Onna no Sono no Hoshi|Tensei shitara Slime Datta Ken: Coleus no Yume"
"Kawanishi, Kengo",110877,15877,986,711,986,166,29,143,1735|9513|9935|11111|15133|16067|20583|22729|23281|27655|27989|28725|28755|28891|28907|28999|29786|30544|30721|30757|31251|31327|31637|31933|32023|32867|32934|33012|33041|33051|33421|33546|33724|33840|34051|34102|34349|34475|34480|34543|34661|34670|34915|35265|35333|36029|36246|36296|36517|36525|36962|37106|37338|37561|37786|37806|37823|37890|37965|37992|38000|38150|38186|38226|38481|38562|38659|38671|38680|38691|39535|39583|39587|39819|39940|40004|40010|40356|40417|40506|40571|40591|40602|40716|40776|40849|40852|40938|40956|41140|41224|41834|42249|42519|42668|42847|42938|43555|44067|44074|44511|45560|46352|47159|48492|48549|48580|48760|49114|49413|49460|49596|49665|49926|50172|50586|50608|50612|50768|50770|51019|51368|51569|51815|51818|52588|53621|53723|54301|54617|54851|54857|54858|54865|54900|54918|55644|55701|56165|56348|56647|56980|57181|57592|58059|58883|58964|59091|59160|59177|59192|59349|59489|59490|59632|59989|60012|60076|60083|60273|60480|60666|61067|61322|62264|62352,"Naruto: Shippuuden|Beelzebub|Chocolat no Mahou|Another|Aoi Sekai no Chuushin de|Nagi no Asu kara|Haikyuu!!|Aldnoah.Zero|Psycho-Pass 2|Aldnoah.Zero Part 2|Hibike! Euphonium|Kokoro ga Sakebitagatterunda.|Boruto: Naruto the Movie|Haikyuu!! Second Season|Gate: Jieitai Kanochi nite, Kaku Tatakaeri|Charlotte|Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai|Gakusen Toshi Asterisk|Hacka Doll The Animation|Monster Strike|Kidou Senshi Gundam: Tekketsu no Orphans"
"Kawanishi, Kengo",110877,,986,715,986,26,5,20,16067|33371|36296|36517|36565|37972|38150|38154|39590|40787|41224|42249|44067|45576|47159|47250|47778|53723|54858|56165|57181|58883|58964|60273|60522|60660,"Nagi no Asu kara|Atom: The Beginning|Hinamatsuri|Ninja Batman|Major 2nd|Hoshiai no Sora|Namu Amida Butsu! Rendai Utena|3-gatsu no Lion: Ugoku! Nya Shogi|Africa no Salaryman (TV)|Josee to Tora to Sakana-tachi|Bai Yao Pu|Tokyo Revengers|Bai Yao Pu 2nd Season|Mushoku Tensei: Isekai Ittara Honki Dasu Part 2|Tensai Ouji no Akaji Kokka Saisei Jutsu|Jouran: The Princess of Snow and Blood|Kimetsu no Yaiba: Yuukaku-hen|Acro Trip|Hypnosis Mic: Division Rap Battle - Rhyme Anima +|Boukyaku Battery (TV)|Ao no Hako|Dead Dead Demons Dededede Destruction (ONA)|Ninja Batman tai Yakuza League|Hypnosis Mic: Division Rap Battle Movie|Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu II"
"Kizuna, AI",127742,47986,984,200,984,5,3,1,36266|37438|38104|51139|55775,Mahou Shoujo Site|Ingress the Animation|Mahou Shoujo Site Recaps|Kizuna no Allele|Kizuna no Allele Season 2
"Kizuna, Ai",127742,,984,200,984,1,0,1,36266,Mahou Shoujo Site
"Murakawa, Rie",107212,12212,979,477,979,107,40,68,6702|11061|14283|16732|17549|19489|19925|20533|20555|21167|21273|21421|21667|22733|23269|23321|23375|23623|25157|25159|26165|27441|28121|28221|28285|28423|28833|29787|30355|31070|31223|31240|31610|31909|32038|32039|32093|32214|32547|32555|32866|32887|33034|33142|33157|33280|33489|33569|33581|34106|34289|34392|34561|34644|34733|34799|34800|34822|34902|35522|35602|36286|36296|36298|36456|36458|36531|36539|36828|36990|37324|37346|37347|37348|37374|37986|38333|38337|38408|38414|38472|39587|39808|39988|40045|40454|40504|41109|41364|41471|41529|41567|41587|42203|42364|42506|44983|48926|49521|49730|49785|49979|50631|54857|57066|60012|61851,Fairy Tail|Hunter x Hunter (2011)|Vividred Operation|Kiniro Mosaic|Non Non Biyori|Little Witch Academia: Mahoujikake no Parade|KY-kei JC Kuuki-chan|Z/X: Ignition|SoniAni: Super Sonico The Animation|Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi|Gochuumon wa Usagi desu ka?|Mahou Shoujo Taisen|Non Non Biyori: Okinawa e Ikukoto ni Natta|Dragon Collection|Hello!! Kiniro Mosaic|Log Horizon 2nd Season|Minarai Diva|Non Non Biyori Repeat|Trinity Seven|Inou-Battle wa Nichijou-kei no Naka de|Yuri Kuma Arashi|Show By Rock!!|Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka|Etotama|Trinity Seven: Nanatsu no Taizai to Nana Madoushi
"Murakawa, Rie",107212,,979,477,979,6,1,5,22535|30842|36246|38578|39967|41353,Kiseijuu: Sei no Kakuritsu|Nekota no Koto ga Kininatte Shikatanai. (ONA)|Monster Strike Anime: Kieyuku Uchuu-hen|Star☆Twinkle Precure|Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X|The God of High School
"Matranga, David",95379,,977,595,977,9,0,9,841|6772|8514|9465|9724|10092|16009|50380|59177,Colorful|Break Blade Movie 1: Kakusei no Toki|Break Blade Movie 2: Ketsubetsu no Michi|Break Blade Movie 4: Sanka no Chi|Break Blade Movie 5: Shisen no Hate|Break Blade Movie 6: Doukoku no Toride|Kamisama no Inai Nichiyoubi|Paripi Koumei|Kaijuu 8-gou 2nd Season
"Hoshimachi, Suisei",174835,66674,761,975,975,1,1,0,53076,Hololive Summer 2022
"Yano, Shougo",123609,32719,973,419,973,22,12,10,36653|38198|38203|38921|39533|40421|40752|43556|48567|49053|49691|49735|50208|51815|51956|52826|54791|56752|58222|58271|59130|59360,"Tsurune: Kazemai Koukou Kyuudou-bu|Nanatsu no Taizai: Eiyuu-tachi wa Hashagu|The iDOLM@STER SideM: Wake Atte Mini!|Tsurune: Kazemai Koukou Kyuudou-bu - Yabai|Given|Given Movie 1|Bishounen Tanteidan|Tsurune Movie: Hajimari no Issha|Visual Prison|Given: Uragawa no Sonzai|Gunjou no Fanfare|The iDOLM@STER SideM: Wake Atte Mini! Specials|3-byougo, Yajuu. Goukon de Sumi ni Ita Kare wa Nikushoku deshita|Kubo-san wa Mob wo Yurusanai|Paradox Live the Animation|Tsurune: Tsunagari no Issha|Given Movie 2: Hiiragi Mix|Shiguang Dailiren: Yingdu Pian|Given Movie 3: Umi e|Honey Lemon Soda|Isekai Mokushiroku Mynoghra: Hametsu no Bunmei de Hajimeru Sekai Seifuku|Rock wa Lady no Tashinami deshite"
"Yano, Shougo",123609,,973,419,973,5,1,3,21639|39583|40075|46420|62634,Yu☆Gi☆Oh! Arc-V|number24|Koi to Producer: EVOLxLOVE|Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi|Given: 10th Mix
"Shiraishi, Ryouko",95348,348,971,262,971,231,49,193,75|76|77|157|174|184|355|475|519|584|777|789|910|973|1050|1480|1546|1619|1722|1732|1735|1988|2026|2603|2604|2735|2787|3297|3464|3641|3927|3974|4038|4051|4188|4192|5032|5074|5150|5196|5521|5583|5593|5597|5671|5848|5849|6050|6380|6512|6712|6956|6980|6985|7044|7062|7135|7152|7270|7645|7745|7762|8098|8424|8538|8624|8648|8666|8726|9127|9201|9465|9513|9587|9724|9736|9863|9958|9969|10216|10294|10349|10444|10456|10495|10521|10713|10714|10715|10716|10717|10775|10884|10893|11103|11385|11597|11757|12149|12191|12403|12487|12651|12929|13535|14237|14653|14941|15119|15359|15417|15489|16005|16123|16241|16395|16405|16936|16982|17074|17080|17209|18419|19319|19703|20031|20723|21995|22147|22433|22547|23153|23225|24133|24275|25879|26443|27709|27945|27967|28025|28205|28223|28819|29163|30015|30056|30091|30206|30250|30279|30382|30549|30573|31201|31680|31706|31715|31722|31980|32032|32034|32268|32365|32483|32603|33240|33417|33456|33478|33733|34100|34566|34649|34866|34901|35072|35425|35982|36037|36796|37140|37242|37283|37735|37998|38000|38897|39790|39806|39849|40109|40369|40403|40747|40879|40907|41025|41074|41439|41714|41814|42030|42798|48425|48452|48455|48916|49357|50675|51105|51358|51535|52291|53407|54362|55866|56063|56196|56700|56964|57864|58196|58853|58883|58913|58920|59342|59514|59571|59636,Soukyuu no Fafner: Dead Aggressor|Mahou Shoujo Lyrical Nanoha|Mahou Shoujo Lyrical Nanoha A's|Mahou Sensei Negima!|Tenjou Tenge|Xenosaga The Animation|Shakugan no Shana|Hotori: Tada Saiwai wo Koinegau|Mahoraba: Heartful Days|Noein: Mou Hitori no Kimi e|Hellsing Ultimate|Shinigami no Ballad.|Himawari!|Glass no Kantai: La Legende du Vent de l'Univers|Bobobo-bo Bo-bobo|Sky Girls OVA|Negima!?|Negima!? Haru Special!?|Nagasarete Airantou|Negima!? Natsu Special!?|Naruto: Shippuuden|Himawari!!|Hayate no Gotoku!|Mushi-Uta
"Shiraishi, Ryouko",95348,,971,262,971,22,5,12,75|475|5583|6980|8098|17080|19825|20021|30549|34547|35313|36418|38012|39790|40403|40747|41674|42653|48441|48452|54617|57798,Soukyuu no Fafner: Dead Aggressor|Hotori: Tada Saiwai wo Koinegau|Sonic: Night of the WereHog|Kaidan Restaurant|Soukyuu no Fafner: Dead Aggressor - Heaven and Earth|Soukyuu no Fafner: Dead Aggressor - Exodus|Saikyou Ginga Ultimate Zero: Battle Spirits|Sword Art Online: Extra Edition|Soukyuu no Fafner: Dead Aggressor - Exodus Part 2|Shoukoku no Altair|Kemono Friends 2|Koneko no Chi: Ponponra Dairyokou|Toe! Space Attendant Aoi|Adachi to Shimamura|Shin Sakura Taisen the Animation|Dounika Naru Hibi|Aria the Crepuscolo|Aikatsu Planet!|The Legend of Heroes: Sen no Kiseki - Northern War|Powerful Pro Yakyuu: Powerful Koukou-hen|Kyuujitsu no Warumono-san|Shinkalion: Change the World
"Serizawa, Yuu",116515,21515,949,617,949,105,40,71,17249|17505|17831|21707|22215|22535|23135|23787|24171|24175|25099|25159|25857|28077|29785|31055|31797|31919|32032|32105|32526|34028|34051|34304|34338|34787|34933|34973|35999|36266|36793|37027|37086|37178|37210|37245|37398|37555|37920|37956|38268|38804|38939|40483|40763|40880|41389|41520|41623|42206|42568|42670|44037|44376|44931|45598|48776|48777|48858|48981|48997|49263|49692|50221|50307|50695|51368|51464|51533|51632|52229|52578|52619|53050|53179|53488|53534|53833|54275|55651|55690|55749|55997|56172|56553|56561|56700|56741|57099|57559|58172|58197|58272|58714|58725|58853|58926|59144|59265|59277|59408|59744|60619|61142|61558,"Pretty Rhythm: Rainbow Live|Mushibugyou|Inu to Hasami wa Tsukaiyou|Pretty Rhythm Movie: All Star Selection - Prism Show☆Best Ten|Pretty Rhythm: All Star Selection|Kiseijuu: Sei no Kakuritsu|PriPara|Hi☆sCoool! SeHa Girls|Mushibugyou OVA|Nozo x Kimi|Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken|Inou-Battle wa Nichijou-kei no Naka de|PriPara Movie: Mi~nna Atsumare! Prism☆Tours|Go! Go! 575: Meippai ni, Hajiketeru?|Jitsu wa Watashi wa|Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix|Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials|PriPara Movie: Mi~nna no Akogare♪ Let's Go☆Prix Paris|Seikaisuru Kado|Sousei no Onmyouji|Love Live! Sunshine!!|Idol Jihen|Akiba's Trip The Animation|PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!"
"Serizawa, Yuu",116515,,949,617,949,13,6,6,36265|38601|39699|40783|41008|48615|49844|50854|56552|56740|58196|59265|60987,"Sylvanian Families: Mini Story|Hangyakusei Million Arthur: Saraba Itoshi no Danchou|King of Prism: Shiny Seven Stars|Shachou, Battle no Jikan desu!|Murenase! Seton Gakuen Special|Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω Mini Anime|Kirakira Kirari|Benriya Saitou-san, Isekai ni Iku|Watashi no Oshi wa Akuyaku Reijou. Mini Anime|Kanojo, Okarishimasu Petit 3rd Season|Koneko no Chi: Ponponraa Natsuyasumi|Magic Maker: Isekai Mahou no Tsukurikata|Princess Connect! Michibiki no Hatsuhana: Fiore Storia"
"Satou, Junichi",,4002,946,617,946,1,0,1,630,Mahoutsukai Tai! (TV)
SCANDAL,,7749,939,148,939,1,4,0,6491,Scandal
"Kobayashi, Aika",119904,39551,937,422,937,8,6,2,32526|33447|34973|37027|42774|52214|55720|59190,Love Live! Sunshine!!|Piace: Watashi no Italian|Love Live! Sunshine!! 2nd Season|Love Live! Sunshine!! The School Idol Movie: Over the Rainbow|Sayonara Watashi no Cramer|Genjitsu no Yohane: Sunshine in the Mirror|Genjitsu no Rimuru: Sunshine in the Slime|Genjitsu no Yohane: Sunshine in the Mirror Movie
"Oguri, Shun",95398,398,927,36,927,12,7,5,430|953|2178|2608|2950|6114|13215|17269|31490|33338|37969|38826,Fullmetal Alchemist: The Conqueror of Shamballa|Juu Ou Sei|Highlander: The Search for Vengeance|Wangan Midnight|Doubutsu no Mori|Rainbow: Nisha Rokubou no Shichinin|Guskou Budori no Denki (2012)|Captain Herlock|One Piece Film: Gold|One Piece: Heart of Gold|Youkai Watch Movie 5: Forever Friends|Tenki no Ko
"Oguri, Shun",95398,,927,36,927,3,1,2,8189|17269|54764,The World of Golden Eggs|Captain Herlock|Madogiwa no Totto-chan
"Yuzuki, Ryouka",95141,141,924,304,924,203,44,177,18|20|59|77|98|99|101|156|186|228|232|273|359|456|463|492|595|634|673|764|793|835|836|856|909|958|992|993|1074|1082|1108|1126|1142|1164|1224|1226|1339|1450|1516|1525|1536|1565|1608|1609|1659|1694|1698|1726|1735|1743|1769|1830|1915|2106|2112|2248|2261|2420|2723|2923|2965|2970|3000|3085|3455|3456|3593|3616|3974|4081|4134|4535|4657|4719|4938|5116|5262|5304|5667|6117|6162|6201|6325|6380|6479|6517|6518|6633|6704|6743|6798|6875|6900|7082|7468|7662|8038|8456|8525|8560|8937|8964|9181|9426|9996|10012|10049|10080|10153|10217|10357|10659|10719|10808|11021|12187|12725|12979|13159|13599|13663|13667|13851|14813|14967|15117|15699|15865|15927|16009|16706|16870|17249|17947|18499|18679|18753|19151|19843|20431|20555|21659|22817|23107|23383|23847|24471|25157|25939|26443|28223|28285|28817|28979|30721|31044|31452|31711|32023|32828|33041|33354|33581|33731|34550|34552|34566|35320|35848|35984|36432|36777|37481|37972|37986|38573|38753|39531|39535|39547|39587|39940|40590|40850|40938|41930|42897|44274|45425|48491|48775|50685|53026|53439|53912|54013|55774|55997|56731|57181|58883|60765|61339,Initial D Fourth Stage|Naruto|Chobits|Mahou Shoujo Lyrical Nanoha A's|Mai-HiME|Mai-Otome|Air|X|Initial D Second Stage|Jigoku Shoujo|Cardcaptor Sakura|Mahoutsukai ni Taisetsu na Koto|I'll/CKBC|Gokujou Seitokai|One Piece Movie 05: Norowareta Seiken|Armitage III: Dual-Matrix|X OVA|Koi Kaze|Mai-HiME Specials|Zoids Shinseiki/Zero|xxxHOLiC Movie: Manatsu no Yoru no Yume|Sister Princess: Re Pure|Sister Princess|Utawarerumono|Geneshaft
"Yuzuki, Ryouka",95141,,924,304,924,29,4,25,101|554|764|856|909|992|1226|1450|2179|2215|2723|3616|10012|10357|10589|12187|15927|32828|33731|36265|37968|37972|38753|40938|48775|50685|53912|54013|60168,Air|Koutetsu Tenshi Kurumi|Zoids Shinseiki/Zero|Utawarerumono|Geneshaft|Dual! Parallel Lun-Lun Monogatari|Seihou Tenshi Angel Links|Brigadoon: Marin to Melan|Tokimeki Memorial: Forever With You|Kishin Taisen Gigantic Formula|D4 Princess|Kamen no Maid Guy|Carnival Phantasm|Jinrui wa Suitai Shimashita|Naruto: Shippuuden Movie 5 - Blood Prison|Carnival Phantasm EX Season|Carnival Phantasm: HibiChika Special|Amaama to Inazuma|Gabriel DropOut|Sylvanian Families: Mini Story|Kirakira Happy★Hirake! Cocotama|Hoshiai no Sora
"Gotou, Yuuko",95105,105,905,155,905,107,40,75,79|240|505|637|669|670|811|849|918|1039|1561|1569|1591|1836|1852|1886|1991|2026|2439|2508|2605|2795|2904|2942|2964|2970|3011|3165|3228|3229|3470|3577|3594|3604|3674|3713|3731|4382|4719|4872|5072|5118|5163|5957|6112|6205|6227|6377|6443|6633|6704|6768|6979|6984|7044|7062|7079|7148|7311|7396|7549|7647|7740|7882|8302|8317|8456|9074|9563|9736|9756|9922|9924|10076|10196|10197|10213|10547|11237|11239|11977|11979|11981|12685|17739|21845|26351|30379|30544|32936|33206|33263|34428|34437|34439|34440|34497|37517|38397|39247|39689|40315|51265|52969|56907|59055|59898,Shuffle!|Genshiken|Fushigiboshi no☆Futagohime|Iketeru Futari|Kujibiki Unbalance|Lamune|I''s Pure|Suzumiya Haruhi no Yuuutsu|Gintama|Mizuiro (2003)|Lovedol: Lovely Idol|Otome wa Boku ni Koishiteru|Kujibiki♥Unbalance|Shuffle! Memories|Hidamari Sketch|Fushigiboshi no☆Futagohime Gyu!|Juusou Kikou Dancougar Nova|Hayate no Gotoku!|Hooligan|Genshiken 2|Sayonara Zetsubou Sensei|Dragonaut: The Resonance|Code Geass: Hangyaku no Lelouch R2
"Gotou, Yuuko",95105,,905,155,905,14,2,11,6205|7453|10076|10469|16363|20391|33206|34941|39247|39808|48590|51265|59897|59898,Kämpfer|AIKa Zero Picture Drama|Kämpfer für die Liebe|Sayonara Zetsubou Sensei Special|Vanquished Queens|Hidamari Sketch: Chou Hidamatsuri Special|Kobayashi-san Chi no Maid Dragon|Queen's Blade: Unlimited|Kobayashi-san Chi no Maid Dragon S|Non Non Biyori Nonstop|Mini Dragon|Inu ni Nattara Suki na Hito ni Hirowareta.|Kobayashi-san Chi no Maid Dragon: Samishigariya no Ryuu|City The Animation
"Tsuchiya, Anna",100376,5376,903,172,903,3,1,2,21967|41379|60774,Sore Ike! Anpanman: Yousei Rinrin no Himitsu|Kimi wa Kanata|ChaO
"Tsuchiya, Anna",100376,,903,172,903,1,0,1,60774,ChaO
"Sheh, Stephanie",95396,,902,320,902,5,2,3,1787|1928|13203|23303|34792,Viper GTS|Early Reins|Lupin the Third: Mine Fujiko to Iu Onna|Hiroshima e no Tabi|Yoake Tsugeru Lu no Uta
"Aiba, Aina",126659,42148,891,428,891,30,15,15,33089|33573|34077|34870|35313|35503|36022|37869|37870|37873|38050|39619|39643|40664|40665|40854|41462|41780|41781|41915|44274|49123|49370|50760|51218|53162|54275|54738|56693|57945,Kemono Friends|BanG Dream!|Cardfight!! Vanguard G Next|BanG Dream! Asonjatta!|Kemono Friends 2|Shoujo☆Kageki Revue Starlight|Cardfight!! Vanguard G Z|BanG Dream! 2nd Season|BanG Dream! 3rd Season|BanG Dream! Garupa☆Pico|Shoujo☆Kageki Revue Starlight Specials|BanG Dream! Film Live|Shoujo☆Conto All Starlight|Shoujo☆Kageki Revue Starlight Movie|Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo|BanG Dream! Garupa☆Pico: Oomori|BanG Dream! Film Live 2nd Stage|BanG Dream! Movie: Episode of Roselia - I: Yakusoku|BanG Dream! Movie: Episode of Roselia - II: Song I Am.|Zuihou de Zhaohuan Shi|Puraore! Pride of Orange|BanG Dream! Garupa☆Pico Fever!|Mini Van Large|Teppen!!!!!!!!!!!!!!!|BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!
"Aiba, Aina",126659,,891,428,891,2,0,2,41782|48470,BanG Dream! Movie: Poppin' Dream!|D_Cide Traumerei the Animation
"Aida, Rikako",119900,39547,876,389,876,21,5,17,28623|32526|34102|34544|34973|36458|37027|38787|39799|40716|42590|43691|44586|46093|48760|50416|52214|55720|57099|58853|59190,"Koutetsujou no Kabaneri|Love Live! Sunshine!!|Sakurada Reset|Koutetsujou no Kabaneri Movie 3: Unato Kessen|Love Live! Sunshine!! 2nd Season|Soukou Musume Senki|Love Live! Sunshine!! The School Idol Movie: Over the Rainbow|Senryuu Shoujo|Val x Love|Kakushigoto|Mashiro no Oto|Kageki Shoujo!!|Kakushigoto Movie|Shiroi Suna no Aquatope|Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu|Skip to Loafer|Genjitsu no Yohane: Sunshine in the Mirror|Genjitsu no Rimuru: Sunshine in the Slime|Na Nare Hana Nare|Kuroiwa Medaka ni Watashi no Kawaii ga Tsuujinai|Genjitsu no Yohane: Sunshine in the Mirror Movie"
"Aida, Rikako",119900,,876,389,876,3,2,1,34755|43691|49410,Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets|Kageki Shoujo!!|Shiroi Suna no Aquatope Mini
"Misawa, Sachika",102337,7337,872,151,872,53,19,35,5220|6586|8894|9441|11743|11759|12293|13859|13939|15883|15989|16436|18495|19429|20035|21353|22189|22729|23037|24751|25719|27655|28387|30988|31763|32805|33573|34102|34741|36309|36856|37869|37870|37873|37916|38483|38835|39619|39622|40807|40854|40936|41462|41781|42941|43299|49123|49776|51218|51225|53526|54959|60666,"Shangri-La|Yume-iro Pâtissière|Yume-iro Pâtissière: Mune Kyun Tropical Island!|Yume-iro Pâtissière SP Professional|Toaru Majutsu no Index Movie: Endymion no Kiseki|Accel World|Campione! Matsurowanu Kamigami to Kamigoroshi no Maou|Accel World: Acchel World.|Accel World EX|Fantasista Doll|Saki Achiga-hen: Episode of Side-A Specials|Tenshi no Drop|Kitaku-bu Katsudou Kiroku|Akuma no Riddle|Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari|Tokyo ESP|Futsuu no Joshikousei ga ""Locodol"" Yattemita.|Aldnoah.Zero|Bakumatsu Rock|Akuma no Riddle: Shousha wa Dare? Nukiuchi Test|Futsuu no Joshikousei ga ""Locodol"" Yattemita.: Nagarekawa, Annai Shitemita.|Aldnoah.Zero Part 2|Joukamachi no Dandelion"
